question_id,approval_status,reviewer_notes,year,exam,question_number,question,option_a,option_b,option_c,option_d,correct_option,subject,quality_score,source_pdf,source_pages,topic,sub_topic,section_title,evidence_excerpt,explanation,takeaway
"ca-2025-483fb5879c61","pending","","2025","PT365 Current Affairs 2025","149","Consider the following statements regarding the Minamata Convention:

1. It is a legally binding treaty that entered into force in 2017.
2. Its secretariat is supported by the United Nations Environment Programme (UNEP).
3. India is a member of this convention.

How many of the statements given above are correct?","Only one","Only two","All three","None","C","Environment","85","7033094643_PT365 Environment_w.pdf","59","Pollution Conventions","BRS Conventions and Minamata Convention","Minamata Convention and Mercury Pollution","The Minamata Convention is a legally binding treaty (effective 2017) with UNEP secretariat support; India is a member.","Statement 1 is correct: The Minamata Convention is a legally binding treaty that became effective in 2017. Statement 2 is correct: The convention operates with secretariat support from the United Nations Environment Programme (UNEP). Statement 3 is correct: India is a member of the Minamata Convention.","The Minamata Convention is a legally binding international treaty (effective 2017) supported by UNEP, aimed at protecting human health and the environment from mercury. India is a participating member."
"ca-2025-52a28053e87c","pending","","2025","PT365 Current Affairs 2025","150","With reference to the outcomes of COP-6 to the Minamata Convention, consider the following pairs of mercury-related sources and their agreed regulatory actions:

1. Mercury-based dental amalgams : Phase out by 2034
2. Mercury-added skin-lightening products : Complete elimination
3. Artisanal and small-scale gold mining : Strengthened action

How many of the above pairs are correctly matched?","Only one pair","Only two pairs","All three pairs","None of the pairs","C","Environment","85","7033094643_PT365 Environment_w.pdf","59","Pollution Conventions","BRS Conventions and Minamata Convention","Minamata Convention and Mercury Pollution","COP-6 to the Minamata Convention on Mercury agreed to phase out mercury-based dental amalgams by 2034, eliminate mercury-added skin-lightening products, and strengthen action on artisanal and small-scale gold mining (ASGM).","Pair 1 is correctly matched: COP-6 agreed to phase out mercury-based dental amalgams by 2034. Pair 2 is correctly matched: The convention agreed to eliminate mercury-added skin-lightening products. Pair 3 is correctly matched: COP-6 agreed to strengthen action on artisanal and small-scale gold mining (ASGM).","COP-6 of the Minamata Convention established specific targeted actions: phasing out dental amalgams by 2034, eliminating mercury-added skin-lightening products, and strengthening action on artisanal and small-scale gold mining."
"ca-2025-38a78ace1057","pending","","2025","PT365 Current Affairs 2025","151","Consider the following statements regarding the proposed Global Plastic Pollution Treaty:

1. It is being negotiated under a United Nations Environment Assembly (UNEA) mandate to create a legally binding instrument.
2. The proposed scope of the treaty is restricted exclusively to the downstream management and recycling of plastic waste.
3. Its objectives are closely aligned with Sustainable Development Goals 12 and 14.1.
4. India is part of a coalition of countries that opposes mandatory global restrictions on primary plastic production.

How many of the above statements are correct?","Only one","Only two","Only three","All four","C","Environment","92","7033094643_PT365 Environment_w.pdf","59","Pollution Conventions","BRS Conventions and Minamata Convention","Global Plastic Pollution Treaty","Intergovernmental Negotiating Committee (INC) talks for a Global Plastic Pollution Treaty, mandated by a 2022 UNEA resolution... aims for an international legally binding instrument addressing the full plastic lifecycle. Disagreements persist: Like Minded Countries (including India, China, Saudi Arabia) reject restrictions on plastic production... and SDG 12 & 14.1.","Statement 1 is correct: The Intergovernmental Negotiating Committee (INC) talks for a Global Plastic Pollution Treaty were mandated by a 2022 UNEA resolution to create an international legally binding instrument. Statement 2 is incorrect: The treaty aims to address the ""full plastic lifecycle"", not just downstream waste management and recycling. Statement 3 is correct: The treaty's goal of addressing plastic pollution aligns with SDG 12 (Responsible Consumption and Production) and SDG 14.1 (Life Below Water). Statement 4 is correct: India is part of the 'Like Minded Countries' group (alongside China and Saudi Arabia) which rejects restrictions on plastic production.","The Global Plastic Pollution Treaty aims to be a legally binding instrument covering the full lifecycle of plastics, aligning with SDGs 12 and 14.1. Negotiations face a divide between the High Ambition Coalition (advocating production caps) and Like Minded Countries like India (rejecting production restrictions)."
"ca-2025-1e68fcf7911b","pending","","2025","PT365 Current Affairs 2025","152","Consider the following pairs related to global plastic pollution governance:

1. MARPOL Annex V : Bans the discharge of plastics from ships into the marine environment
2. Basel Convention : Subjects the transboundary movement of plastic waste to Prior Informed Consent (PIC) rules
3. High Ambition Coalition : Advocates for mandatory global caps on primary plastic production

How many of the above pairs are correctly matched?","Only one pair","Only two pairs","All three pairs","None","C","Environment","88","7033094643_PT365 Environment_w.pdf","59","Pollution Conventions","BRS Conventions and Minamata Convention","Global Plastic Pollution Treaty","The High Ambition Coalition (around 100 countries, including the EU) argues production caps are essential. The evolution of global plastic regulation includes MARPOL Annex V (1988) banning ship-based plastic discharges, the 2019 Basel Convention amendments bringing plastic waste under PIC rules...","Pair 1 is correctly matched: MARPOL Annex V (1988) is a landmark international regulation that bans ship-based plastic discharges. Pair 2 is correctly matched: The 2019 amendments to the Basel Convention brought plastic waste under global notification and Prior Informed Consent (PIC) rules, rather than a complete ban. Pair 3 is correctly matched: In the INC negotiations for the Global Plastic Pollution Treaty, the High Ambition Coalition (comprising around 100 countries, including the EU) argues that production caps on plastics are essential.","Global plastic regulation has evolved through MARPOL Annex V (ship discharges), the Basel Convention (transboundary waste movement via PIC rules), and current INC negotiations where the High Ambition Coalition pushes for production caps."
"ca-2025-885009bef5d1","pending","","2025","PT365 Current Affairs 2025","153","With reference to the Plastic Waste Management (Amendment) Rules, 2021, consider the following statements:
1. The rules mandated a phased reduction in the permitted thickness of plastic carry bags to facilitate rapid environmental degradation.
2. The regulatory framework establishes a minimum thickness limit of 120 microns for plastic carry bags.

Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2","B","Environment","85","7033094643_PT365 Environment_w.pdf","60","Pollution","Microplastics and Urban Air Pollution","Plastic and Microplastic Pollution","PWM (Amendment) Rules, 2021: Raised thickness limit (50 microns to 75 microns starting September 30, 2021, and then to 120 microns from December 31, 2022) for carry bags.","Statement 1 is incorrect: The Plastic Waste Management (Amendment) Rules, 2021, mandated a phased increase (not reduction) in the thickness of plastic carry bags. Increasing the thickness makes the bags more expensive, discouraging free distribution and improving their collection and recycling viability.
Statement 2 is correct: The rules raised the thickness limit in phases, ultimately establishing a minimum thickness of 120 microns effective from December 31, 2022.","The PWM (Amendment) Rules, 2021 progressively increased the minimum thickness of plastic carry bags from 50 microns to 75 microns, and finally to 120 microns by December 2022."
"ca-2025-8feca9fb25a2","pending","","2025","PT365 Current Affairs 2025","154","Consider the following statements regarding microplastics and their ecological impacts:
1. Microplastics are defined as plastic fragments measuring less than 1,000 nanometers in diameter.
2. They are known to undergo biomagnification across marine trophic levels.
3. Their accumulation in terrestrial ecosystems reduces the photosynthetic ability of plants.

How many of the above statements are correct?","Only one","Only two","All three","None","B","Environment","85","7033094643_PT365 Environment_w.pdf","60","Pollution","Microplastics and Urban Air Pollution","Plastic and Microplastic Pollution","Types: Microplastic (up to 5 millimetres in diameter); Nanoplastics (less than 1,000 nanometers)... Microplastics reduce plants' photosynthetic ability by around 12% and cause biomagnification in marine life.","Statement 1 is incorrect: Microplastics are defined as plastic particles up to 5 millimetres in diameter. It is nanoplastics that measure less than 1,000 nanometers.
Statement 2 is correct: Microplastics cause biomagnification in marine life, accumulating in higher concentrations as they move up the food chain.
Statement 3 is correct: Microplastics negatively impact terrestrial flora; studies indicate they reduce plants' photosynthetic ability by approximately 12 percent.","Microplastics (up to 5 mm) have severe ecological consequences, including causing biomagnification in marine life and reducing the photosynthetic efficiency of plants by around 12%."
"ca-2025-8b940307eb85","pending","","2025","PT365 Current Affairs 2025","155","With reference to 'phthalates', sometimes mentioned in the news, consider the following statements:
1. They are chemical additives used to make plastics such as polyvinyl chloride (PVC) harder and more rigid.
2. They are categorized as hazardous endocrine-disrupting chemicals (EDCs) that can affect reproductive health.
Which of the statements given above is/are correct?","1 only","2 only","Both 1 and 2","Neither 1 nor 2","B","Environment","85","7033094643_PT365 Environment_w.pdf","60,61","Pollution","Microplastics and Urban Air Pollution","Plastic-Related Chemical Terms and Bioremediation","Pthalates: Ortho-phthalates, or “phthalates,” are chemicals used in plastic products (commonly in specific type of plastic named polyvinyl chloride) to make the material soft and less brittle... Categorized as hazardous endocrine-disrupting chemicals (EDCs); affect reproductive health.","Statement 1 is incorrect: Phthalates (or ortho-phthalates) are used as plasticizers to make plastics like polyvinyl chloride (PVC) soft and less brittle, not harder and more rigid.
Statement 2 is correct: They are categorized as hazardous endocrine-disrupting chemicals (EDCs) that negatively affect reproductive health.","Phthalates are plasticizers that soften PVC but pose significant health risks as endocrine disruptors."
"ca-2025-cc1b9a19537d","pending","","2025","PT365 Current Affairs 2025","156","Consider the following statements regarding the Graded Response Action Plan (GRAP) implemented in the National Capital Region:

1. It is an emergency response mechanism originally formulated on the directions of the Supreme Court of India.
2. It is implemented by the Commission for Air Quality Management (CAQM) based on the prevailing Air Quality Index (AQI) levels.
3. Its most severe stage, Stage 4, is invoked when the AQI crosses the threshold of 300.

How many of the above statements are correct?","Only one","Only two","All three","None","B","Environment","85","7033094643_PT365 Environment_w.pdf","61","Pollution","Microplastics and Urban Air Pollution","Urban Air Pollution and GRAP","Graded Response Action Plan (GRAP)... Emergency response mechanism based on AQI level of Delhi implemented by CAQM... originally created on Supreme Court directions... Stage 1: Poor category (AQI 201 to 300)... Stage 4: Severe + category (AQI 451+)","Statements 1 and 2 are correct: GRAP is an emergency response mechanism implemented by the CAQM, originally created on the directions of the Supreme Court. Statement 3 is incorrect: GRAP Stage 4 (Severe + category) is triggered when the AQI exceeds 451. An AQI between 201 and 300 triggers Stage 1 (Poor category).","GRAP is an emergency mechanism implemented by CAQM, with its most severe stage (Stage 4) activating only when the AQI crosses 451."
"ca-2025-0db63e41c649","pending","","2025","PT365 Current Affairs 2025","157","Consider the following statements regarding the National Air Quality Index (AQI):

1. It categorizes air quality into six distinct ranges, with 'Severe' being the highest category.
2. Ammonia and Lead are among the pollutants monitored for calculating the index.
3. Carbon dioxide is measured under the AQI to account for greenhouse gas emissions.

How many of the above statements are correct?","Only one","Only two","All three","None","B","Environment","88","7033094643_PT365 Environment_w.pdf","62","Air Pollution","Cloud Seeding, AQI, and Aerosols","National Air Quality Index (AQI)","AQI categorizes air quality into six ranges: Good (0-50), Satisfactory (51-100), Moderate (101-200), Poor (201-300), Very Poor (300-400), and Severe (>400). Monitored Pollutants: PM10, PM2.5, NO2, SO2, CO, O3, NH3, Pb.","Statement 1 is correct: The AQI categorizes air quality into six ranges: Good (0-50), Satisfactory (51-100), Moderate (101-200), Poor (201-300), Very Poor (300-400), and Severe (>400).
Statement 2 is correct: The AQI monitors exactly eight pollutants, which include Ammonia (NH3) and Lead (Pb), along with PM10, PM2.5, NO2, SO2, CO, and O3.
Statement 3 is incorrect: Carbon dioxide (CO2) is a greenhouse gas but is not among the eight local air pollutants monitored for AQI calculation.","The National AQI is based on 6 categories and 8 specific pollutants. It focuses on local air quality and health impacts rather than global warming, which is why greenhouse gases like CO2 and Methane are excluded."
"ca-2025-450cb15223c4","pending","","2025","PT365 Current Affairs 2025","158","With reference to the National Air Quality Index (AQI), consider the following gases/pollutants:

1. Ozone
2. Lead
3. Ammonia
4. Methane
5. Carbon monoxide

How many of the above are explicitly monitored under the AQI framework?","Only two","Only three","Only four","All five","C","Environment","85","7033094643_PT365 Environment_w.pdf","62","Air Pollution","Cloud Seeding, AQI, and Aerosols","National Air Quality Index (AQI)","Monitored Pollutants: PM10, PM2.5, NO2, SO2, CO, O3, NH3, Pb.","The National Air Quality Index (AQI) monitors exactly eight pollutants to calculate air quality. These are Particulate Matter (PM10 and PM2.5), Nitrogen Dioxide (NO2), Sulphur Dioxide (SO2), Carbon Monoxide (CO), Ozone (O3), Ammonia (NH3), and Lead (Pb). Methane (CH4) is a greenhouse gas and is not monitored under the AQI. Therefore, exactly four of the listed items (Ozone, Lead, Ammonia, and Carbon monoxide) are monitored.","While PM2.5 and PM10 are the most frequently discussed pollutants, the AQI framework is comprehensive and explicitly includes secondary pollutants like Ozone (O3), as well as Ammonia (NH3), Carbon monoxide (CO), and heavy metals like Lead (Pb)."
"ca-2025-3c6fe266a6cb","pending","","2025","PT365 Current Affairs 2025","159","With reference to the Commission for Air Quality Management (CAQM), consider the following statements:
1. It is a statutory body established under the Environment (Protection) Act, 1986.
2. Its jurisdiction over ""adjoining areas"" includes the states of Punjab and Rajasthan.
3. It functions under the administrative control of the Ministry of Earth Sciences.

How many of the above statements are correct?","Only one","Only two","All three","None","A","Environment","85","7033094643_PT365 Environment_w.pdf","62","Air Pollution","Cloud Seeding, AQI, and Aerosols","Commission for Air Quality Management in NCR and Adjoining Areas (CAQM)","Statutory body under Commission for Air Quality Management in National Capital Region and Adjoining Areas Act 2021. Nodal Ministry: Ministry of Environment, Forest and Climate Change. Protects and improves air quality in NCR and Adjoining Areas (Haryana, Punjab, Rajasthan and Uttar Pradesh).","Statement 1 is incorrect: CAQM is a statutory body established under the Commission for Air Quality Management in National Capital Region and Adjoining Areas Act, 2021, not the Environment (Protection) Act, 1986.
Statement 2 is correct: Its jurisdiction covers the National Capital Region (NCR) and adjoining areas in the states of Haryana, Punjab, Rajasthan, and Uttar Pradesh.
Statement 3 is incorrect: The nodal ministry for CAQM is the Ministry of Environment, Forest and Climate Change (MoEFCC), not the Ministry of Earth Sciences.","The CAQM is a statutory body under the MoEFCC, established by a specific 2021 Act, with jurisdiction extending to the NCR and adjoining areas in Haryana, Punjab, Rajasthan, and Uttar Pradesh."
"ca-2025-9a7dbbcab897","pending","","2025","PT365 Current Affairs 2025","160","With reference to the Swachh Vayu Sarveshan, consider the following statements:
1. It is an initiative launched by the Ministry of Environment, Forest and Climate Change (MoEFCC).
2. It evaluates and ranks only those cities that are covered under the National Clean Air Programme (NCAP).
3. For the purpose of ranking, the participating cities are categorized based on their baseline air pollution levels.

How many of the above statements are correct?","Only one","Only two","All three","None","B","Environment","88","7033094643_PT365 Environment_w.pdf","62,63","Air Pollution","Cloud Seeding, AQI, and Aerosols","Swachh Vayu Sarveshan Award 2025 & NCAP","Awards announced by MoEFCC recognizing best-performing cities among 130 NCAP cities. Category 1 (>10 lakh) won by Indore; Category 2 (3-10 lakh) by Amravati; Category 3 (<3 lakh) by Dewas.","Statement 1 is correct: The Swachh Vayu Sarveshan awards are announced by the MoEFCC. Statement 2 is correct: The awards recognize the best-performing cities among the 130 NCAP cities. Statement 3 is incorrect: Cities are categorized based on their population size (e.g., >10 lakh, 3-10 lakh, and <3 lakh), not their baseline pollution levels.","The Swachh Vayu Sarveshan is an MoEFCC initiative that ranks 130 NCAP cities based on their air quality improvement efforts, categorizing them fairly by population size rather than geographical area or baseline pollution."
"ca-2025-39349e149b29","pending","","2025","PT365 Current Affairs 2025","161","Consider the following statements regarding the National Clean Air Programme (NCAP):
1. It is implemented at the national level by the Central Pollution Control Board (CPCB).
2. The PRANA portal is the dedicated platform used to monitor its implementation.
3. It aims to achieve the national ambient air quality standard of 60 micrograms per cubic meter specifically for PM2.5 by 2025-26.

How many of the above statements are correct?","Only one","Only two","All three","None","B","Environment","85","7033094643_PT365 Environment_w.pdf","62,63","Air Pollution","Cloud Seeding, AQI, and Aerosols","Swachh Vayu Sarveshan Award 2025 & NCAP","NCAP (launched 2019) targets a reduction in PM10 level up to 40% or achievement of national ambient air quality standards (60 microgram/m3) by 2025-26 from 2019-20 levels. Implemented by CPCB and monitored via the PRANA portal.","Statement 1 is correct: NCAP is implemented by the Central Pollution Control Board (CPCB). Statement 2 is correct: The implementation of NCAP is monitored via the PRANA portal. Statement 3 is incorrect: The programme targets a reduction in PM10 levels (not PM2.5) up to 40% or the achievement of national ambient air quality standards (60 microgram/m3) by 2025-26.","NCAP is implemented by CPCB and monitored via the PRANA portal. It specifically targets PM10 reductions, aiming for up to a 40% decrease or reaching the 60 µg/m³ standard by 2025-26."
"ca-2025-9f10fb459630","pending","","2025","PT365 Current Affairs 2025","162","During a severe long-range dust storm, an urban center is observed to have significantly lower aerosol concentrations compared to its immediate rural surroundings. Which of the following phenomena best explains this observation?","The urban heat island effect creates strong convective updrafts that rapidly disperse the dust into the upper troposphere.","The rapid chemical transformation of primary dust particles into secondary aerosols upon contact with urban emissions.","The urban wind stilling effect, where dense built structures weaken surface winds and act as a barrier to incoming pollutants.","The high concentration of anthropogenic sulfates in the city neutralizes the incoming mineral dust through acid-base reactions.","C","Environment","88","7033094643_PT365 Environment_w.pdf","63","Air Pollution","Cloud Seeding, AQI, and Aerosols","Aerosols and Urban Wind Stilling Effect","Urban Wind Stilling Effect creates Urban Aerosol Clean Islands where weakened surface winds due to urban structures block long-range dust and pollutant entry, resulting in lower aerosol levels than nearby rural areas.","The Urban Wind Stilling Effect occurs when dense urban structures weaken surface winds. This acts as an invisible barrier that blocks or slows the entry of long-range dust and pollutants into the city, creating an 'Urban Aerosol Clean Island' where the city paradoxically has lower aerosol levels than the surrounding rural areas.","While cities are often associated with high pollution, structural wind stilling can shield them from long-range transported aerosols like dust, leaving surrounding rural areas more exposed."
"ca-2025-7ba168a8d1ab","pending","","2025","PT365 Current Affairs 2025","163","Which of the following best explains the mechanism through which an increase in atmospheric aerosols contributes to 'solar dimming'?","They absorb incoming shortwave solar radiation in the upper atmosphere, preventing it from reaching the Earth's surface.","They act as condensation nuclei, leading to the formation of smaller and more numerous cloud droplets that reflect more sunlight.","They deplete stratospheric ozone, altering the atmospheric albedo and increasing the scattering of ultraviolet rays.","They accelerate the coalescence of cloud droplets, resulting in frequent precipitation that washes out incoming solar radiation.","B","Environment","85","7033094643_PT365 Environment_w.pdf","63","Air Pollution","Cloud Seeding, AQI, and Aerosols","Aerosols and Urban Wind Stilling Effect","They act as condensation nuclei, causing cloud droplets to be smaller and longer-lived, leading to solar dimming. The Twomey Effect describes how increased anthropogenic aerosols make clouds brighter by creating more tiny droplets.","Aerosols act as condensation nuclei. An increase in anthropogenic aerosols leads to the formation of a larger number of smaller cloud droplets. These smaller, more numerous droplets make the clouds brighter and longer-lived (known as the Twomey Effect), which reflects more sunlight back into space, thereby causing solar dimming at the Earth's surface.","Aerosols induce solar dimming primarily by altering cloud microphysics (the Twomey Effect) making cloud droplets smaller, more numerous, and more reflective."
"ca-2025-d01695164b7f","pending","","2025","PT365 Current Affairs 2025","164","Consider the following statements regarding water quality monitoring in India:

1. The assessment report on 'Polluted River Stretches for Restoration of Water Quality' is released by the Central Water Commission.
2. The National Water Quality Monitoring Programme (NWMP) is executed by the Central Pollution Control Board (CPCB) in collaboration with State Pollution Control Boards.
3. The identification of polluted river stretches in the country by the CPCB has been ongoing since 2009.

How many of the above statements are correct?","Only one","Only two","All three","None","B","Environment","85","7033094643_PT365 Environment_w.pdf","63","Air Pollution","Cloud Seeding, AQI, and Aerosols","Polluted River Stretches and Water Quality Monitoring","Central Pollution Control Board (CPCB) released assessment report on Polluted River Stretches for Restoration of Water Quality - 2025. CPCB executes National Water Quality Monitoring Programme (NWMP) with State Pollution Control Boards/Pollution Control Committees and has been identifying the country's Polluted River Stretches since 2009.","Statement 1 is incorrect: The assessment report on 'Polluted River Stretches for Restoration of Water Quality' is released by the Central Pollution Control Board (CPCB), not the Central Water Commission (CWC).
Statement 2 is correct: The CPCB executes the National Water Quality Monitoring Programme (NWMP) in collaboration with State Pollution Control Boards (SPCBs) and Pollution Control Committees (PCCs).
Statement 3 is correct: The CPCB has been identifying the country's Polluted River Stretches since 2009.","The CPCB is the primary agency responsible for executing the NWMP and identifying polluted river stretches in India, a process it has been conducting since 2009."
"ca-2025-6ef181a1bb56","pending","","2025","PT365 Current Affairs 2025","165","Criteria: Biochemical Oxygen Demand (BOD) exceeds 3 milligrams/litre (mg/L).
Categories: Five Priority Classes (I to V) based on maximum BOD observed...
Geographic Distribution: Maharashtra has highest number (54) of PRS.
Consider the following statements regarding the assessment of river water quality in India:
1. A river stretch is identified as a Polluted River Stretch (PRS) if its Dissolved Oxygen (DO) level falls below 3 mg/L.
2. Polluted River Stretches are categorized into different priority classes based on the maximum Biochemical Oxygen Demand (BOD) observed.
3. Maharashtra accounts for the highest number of identified Polluted River Stretches in the country.

How many of the above statements are correct?","Only one","Only two","All three","None","B","Environment","85","7033094643_PT365 Environment_w.pdf","64","Water Pollution","Polluted River Stretches and Desalination","Polluted River Stretches (PRS) and Water Quality Criteria","Criteria: Biochemical Oxygen Demand (BOD) exceeds 3 milligrams/litre (mg/L)... Categories: Five Priority Classes (I to V) based on maximum BOD observed... Geographic Distribution: Maharashtra has highest number (54) of PRS.","Statement 1 is incorrect: The primary criterion for identifying a Polluted River Stretch (PRS) is a Biochemical Oxygen Demand (BOD) exceeding 3 mg/L, not Dissolved Oxygen (DO) falling below 3 mg/L.
Statement 2 is correct: PRS are categorized into five Priority Classes (I to V) based on the maximum BOD observed.
Statement 3 is correct: Maharashtra has the highest number of Polluted River Stretches (54) in India.","The identification of Polluted River Stretches relies on BOD levels exceeding 3 mg/L. These stretches are grouped into five priority classes based on their maximum BOD, with Maharashtra currently recording the highest number of such stretches."
"ca-2025-f5d6ecd03985","pending","","2025","PT365 Current Affairs 2025","166","Consider the following statements regarding the Central Pollution Control Board (CPCB): 1. It is a statutory organisation constituted under the Environment (Protection) Act, 1986. 2. It is entrusted with powers and functions under the Air (Prevention and Control of Pollution) Act, 1981. 3. It provides technical services to the Ministry of Environment, Forest and Climate Change under the Environment (Protection) Act, 1986. How many of the above statements are correct?","Only one","Only two","All three","None","B","Environment","90","7033094643_PT365 Environment_w.pdf","64","Water Pollution","Polluted River Stretches and Desalination","Central Pollution Control Board (CPCB) and Environmental Compensation","CPCB is a statutory body established under the Water (Prevention and Control of Pollution) Act, 1974. CPCB is also entrusted with powers and functions under the Air (Prevention and Control of Pollution) Act, 1981. CPCB provides technical services to the Environment Ministry under the Environment (Protection) Act, 1986.","Statement 1 is incorrect: The CPCB is a statutory organisation constituted under the Water (Prevention and Control of Pollution) Act, 1974, not the Environment (Protection) Act, 1986. Statement 2 is correct: It is also entrusted with powers and functions under the Air (Prevention and Control of Pollution) Act, 1981. Statement 3 is correct: It provides technical services to the Ministry of Environment, Forest and Climate Change for the implementation of the Environment (Protection) Act, 1986.","The CPCB derives its core statutory existence from the Water Act (1974), while also exercising powers under the Air Act (1981) and providing technical services under the Environment (Protection) Act (1986)."
"ca-2025-be1cc2136902","pending","","2025","PT365 Current Affairs 2025","167","Consider the following statements regarding the Namami Gange Programme:
1. It superseded the Ganga Action Plan (GAP) which was originally launched in 1985.
2. It adopts the state as the fundamental unit of planning and management for river conservation.
3. It is implemented by the National Mission for Clean Ganga (NMCG).

How many of the above statements are correct?","Only one","Only two","All three","None","B","Environment","85","7033094643_PT365 Environment_w.pdf","64,65","Water Pollution","Polluted River Stretches and Desalination","Framework and Programmes for River Rejuvenation","Namami Gange Programme: Superseded Ganga Action Plan (GAP) launched in 1985 implemented by National Mission for Clean Ganga (NMCG) with River basin is the unit of planning and management.","Statement 1 is correct: The Namami Gange Programme superseded the Ganga Action Plan (GAP) launched in 1985.
Statement 2 is incorrect: The programme uses the 'river basin', not the state, as the unit of planning and management.
Statement 3 is correct: It is implemented by the National Mission for Clean Ganga (NMCG).

Therefore, exactly two statements are correct.","Modern river rejuvenation frameworks, such as Namami Gange, have shifted from administrative boundaries (like states or districts) to ecological boundaries (the river basin) as their fundamental unit of planning."
"ca-2025-43fd4608656f","pending","","2025","PT365 Current Affairs 2025","168","In India, the terms 'Red', 'Orange', 'Green', 'White', and 'Blue' are used by the Central Pollution Control Board (CPCB) in the context of:","Categorization of industrial sectors based on their pollution potential","Color-coding of segregated biomedical waste for safe disposal","Classification of critically polluted river stretches","Grading of urban local bodies based on ambient air quality","A","Environment","90","7033094643_PT365 Environment_w.pdf","65","Water Pollution","Polluted River Stretches and Desalination","Revised Classification of Industries by CPCB","Central Pollution Control Board (CPCB) directed State Pollution Control Boards (SPCBs) to adopt revised classification of industries. About Revised Classification: Sectors classified into Red, Orange, Green, White and new Blue category.","The Central Pollution Control Board (CPCB) classifies industrial sectors into different color-coded categories based on their Pollution Index (PI). Recently, the CPCB directed State Pollution Control Boards (SPCBs) to adopt a revised classification that includes a newly introduced 'Blue' category alongside the existing Red, Orange, Green, and White categories. While biomedical waste management also utilizes color-coded bins (such as Yellow, Red, White, and Blue), the specific combination of Red, Orange, Green, White, and Blue is uniquely applied to the environmental classification of industries.","The CPCB's revised classification of industries includes five color-coded categories: Red, Orange, Green, White, and the newly introduced Blue category, which help in regulating industries based on their environmental impact."
"ca-2025-d50e156a75d7","pending","","2025","PT365 Current Affairs 2025","169","In the context of the classification of industries by the Central Pollution Control Board (CPCB), the term 'Blue Category' refers to:","highly water-intensive industries that are mandated to achieve zero liquid discharge.","marine and coastal industries regulated under the Coastal Regulation Zone (CRZ) notification.","facilities providing Essential Environmental Services (ESSs) such as municipal solid waste management.","practically non-polluting industries that are exempt from obtaining Environmental Clearance.","C","Environment","90","7033094643_PT365 Environment_w.pdf","66","Waste Management","Industry Classification and Hazardous Waste Rules","Classification of Industries based on Pollution Index (PI)","Blue: Includes Essential Environmental Services (ESSs) for management of waste...","Option C is correct: The 'Blue' category in the CPCB's industrial classification framework specifically includes Essential Environmental Services (ESSs) for the management of waste, such as Municipal Solid Waste Management and sewage treatment plants.
Options A and B are incorrect as they are plausible distractors playing on the word 'Blue' (associating it with water or oceans), but do not reflect the CPCB classification.
Option D is incorrect as it describes the 'White' category (PI < 25), not the Blue category.","The 'Blue Category' is a specialized classification under the CPCB framework dedicated to Essential Environmental Services (ESSs) that manage waste, distinguishing them from traditional manufacturing industries."
"ca-2025-a055e6f69a59","pending","","2025","PT365 Current Affairs 2025","170","Consider the following statements regarding the classification of industries by the Central Pollution Control Board (CPCB):
1. The categorization of industries based on their pollution load originated with the Doon Valley Notification.
2. The Pollution Index (PI) used for this classification is formulated on the basis of the 'Polluter Pays Principle'.
3. The Pollution Index (PI) score ranges from 0 to 100, with a higher value indicating a greater degree of pollution load.
Which of the statements given above is/are correct?","1 and 2 only","2 and 3 only","1 and 3 only","1, 2 and 3","C","Environment","85","7033094643_PT365 Environment_w.pdf","66","Waste Management","Industry Classification and Hazardous Waste Rules","Classification of Industries based on Pollution Index (PI)","Revised methodology followed based on Pollution Index (PI) - ranges from 0 to 100 with increasing value indicating increased degree of pollution load. PI is determined based on Precautionary Principle... Originated in 1989 with Doon Valley (Uttarakhand) Notification.","Statement 1 is correct: The classification of industries based on pollution originated in 1989 with the Doon Valley (Uttarakhand) Notification issued by the MoEFCC.
Statement 2 is incorrect: The Pollution Index (PI) is determined based on the 'Precautionary Principle', not the 'Polluter Pays Principle'.
Statement 3 is correct: The revised methodology uses a Pollution Index (PI) that ranges from 0 to 100, where an increasing value indicates an increased degree of pollution load.","The CPCB's industrial classification system traces its roots to the 1989 Doon Valley Notification. It uses a Pollution Index (0-100) grounded in the Precautionary Principle to categorize industries."
